#image,n_patches,2nd_largest_patch,patch_50+_pix,n_features,mean_patch_size,largest_patch
outputs/tmp_0005_median.npy,13,2,1,300,1.09090909091,281029
outputs/tmp_0006_median.npy,9,7,1,119,1.85714285714,281390
outputs/tmp_0007_median.npy,31,12,1,1925,1.58620689655,276594
outputs/tmp_0008_median.npy,6,2,1,91,1.25,281474
outputs/tmp_0009_median.npy,11,27,1,220,3.88888888889,281160
outputs/tmp_0010_median.npy,22,3,1,766,1.35,279675
outputs/tmp_0011_median.npy,30,64,2,1539,3.60714285714,277322
outputs/tmp_0012_median.npy,25,13,1,804,1.86956521739,279578
outputs/tmp_0013_median.npy,13,41,1,280,6.63636363636,280979
outputs/tmp_0014_median.npy,15,3,1,635,1.23076923077,280318
outputs/tmp_0015_median.npy,9,20,1,318,3.71428571429,281012
outputs/tmp_0016_median.npy,7,1,1,69,1.0,281479
outputs/tmp_0017_median.npy,5,1,1,60,1.0,281503
outputs/tmp_0018_median.npy,12,4,1,220,1.4,281176
outputs/tmp_0019_median.npy,7,1,1,145,1.0,281368
outputs/tmp_0020_median.npy,6,17,1,50,5.5,281482
outputs/tmp_0021_median.npy,7,5,1,61,1.8,281492
outputs/tmp_0022_median.npy,5,1,1,86,1.0,281470
outputs/tmp_0023_median.npy,11,9,1,292,2.11111111111,281057
outputs/tmp_0024_median.npy,10,10,1,265,2.5,281139
outputs/tmp_0025_median.npy,9,2,1,58,1.14285714286,281488
outputs/tmp_0026_median.npy,7,4,1,54,1.6,281503
outputs/tmp_0027_median.npy,7,9,1,76,2.6,281459
outputs/tmp_0028_median.npy,9,3,1,92,1.57142857143,281413
outputs/tmp_0029_median.npy,11,68,2,173,8.66666666667,281145
outputs/tmp_0030_median.npy,7,5,1,58,3.8,281465
outputs/tmp_0031_median.npy,10,49,1,77,10.5,281279
outputs/tmp_0032_median.npy,14,12,1,250,2.5,281028
outputs/tmp_0033_median.npy,8,8,1,74,2.83333333333,281440
outputs/tmp_0034_median.npy,9,19,1,85,3.71428571429,281413
outputs/tmp_0035_median.npy,8,9,1,66,3.16666666667,281428
outputs/tmp_0036_median.npy,146,767,14,3133,26.8125,223463
outputs/tmp_0037_median.npy,10,9,1,120,2.5,281385
outputs/tmp_0038_median.npy,30,12,1,1153,1.67857142857,278110
outputs/tmp_0039_median.npy,10,3,1,137,1.25,281377
outputs/tmp_0040_median.npy,11,11,1,317,3.44444444444,280962
outputs/tmp_0041_median.npy,10,11,1,294,2.5,281076
outputs/tmp_0042_median.npy,22,7,1,884,1.55,279405
outputs/tmp_0043_median.npy,6,21,1,72,6.25,281452
outputs/tmp_0044_median.npy,48,42,1,2432,2.19565217391,272901
outputs/tmp_0045_median.npy,12,22,1,164,3.2,281235
outputs/tmp_0046_median.npy,8,20,1,71,4.5,281418
outputs/tmp_0047_median.npy,17,2,1,273,1.2,280976
outputs/tmp_0048_median.npy,8,18,1,43,4.16666666667,281474
outputs/tmp_0049_median.npy,6,9,1,66,3.5,281477
outputs/tmp_0050_median.npy,15,10,1,355,2.23076923077,280911
outputs/tmp_0051_median.npy,9,4,1,54,1.57142857143,281481
outputs/tmp_0052_median.npy,9,2,1,131,1.28571428571,281376
outputs/tmp_0053_median.npy,9,27,1,63,5.0,281422
outputs/tmp_0054_median.npy,10,9,1,51,3.125,281435
outputs/tmp_0055_median.npy,9,10,1,83,2.57142857143,281418
outputs/tmp_0056_median.npy,8,4,1,75,1.83333333333,281456
outputs/tmp_0057_median.npy,7,3,1,79,1.6,281465
outputs/tmp_0058_median.npy,9,19,1,73,4.0,281424
outputs/tmp_0059_median.npy,12,17,1,143,2.7,281303
outputs/tmp_0060_median.npy,30,4,1,1111,1.32142857143,278423
outputs/tmp_0061_median.npy,11,10,1,142,2.66666666667,281299
outputs/tmp_0062_median.npy,13,1,1,195,1.0,281210
outputs/tmp_0063_median.npy,11,11,1,89,2.44444444444,281385
outputs/tmp_0064_median.npy,12,8,1,145,2.1,281314
outputs/tmp_0065_median.npy,11,3,1,72,1.55555555556,281425
outputs/tmp_0066_median.npy,8,2,1,97,1.33333333333,281441
outputs/tmp_0067_median.npy,10,13,1,128,3.0,281329
outputs/tmp_0068_median.npy,21,6,1,828,1.52631578947,279550
outputs/tmp_0069_median.npy,6,4,1,75,1.75,281492
outputs/tmp_0070_median.npy,8,3,1,122,1.33333333333,281408
outputs/tmp_0071_median.npy,12,9,1,442,1.9,280745
outputs/tmp_0072_median.npy,9,6,1,93,2.0,281418
outputs/tmp_0073_median.npy,6,11,1,61,3.5,281482
outputs/tmp_0074_median.npy,10,1,1,210,1.0,281238
outputs/tmp_0075_median.npy,15,7,1,294,1.84615384615,280982
outputs/tmp_0076_median.npy,17,2,1,416,1.26666666667,280647
outputs/tmp_0077_median.npy,8,3,1,42,1.66666666667,281513
outputs/tmp_0078_median.npy,10,6,1,62,2.5,281430
outputs/tmp_0079_median.npy,11,10,1,82,4.22222222222,281329
outputs/tmp_0080_median.npy,57,16,1,2479,1.61818181818,271556
outputs/tmp_0081_median.npy,18,3,1,348,1.125,280789
outputs/tmp_0082_median.npy,62,45,1,2858,3.16666666667,268968
outputs/tmp_0083_median.npy,24,26,1,523,3.13636363636,280066
outputs/tmp_0084_median.npy,10,57,2,52,10.875,281295
outputs/tmp_0085_median.npy,13,58,2,238,6.54545454545,280986
outputs/tmp_0086_median.npy,9,40,1,84,7.14285714286,281337
outputs/tmp_0087_median.npy,11,22,1,100,5.11111111111,281293
outputs/tmp_0088_median.npy,9,19,1,60,5.0,281411
outputs/tmp_0089_median.npy,8,3,1,116,2.0,281394
outputs/tmp_0090_median.npy,7,1,1,102,1.0,281441
outputs/tmp_0091_median.npy,24,5,1,816,1.45454545455,279435
outputs/tmp_0092_median.npy,7,9,1,109,2.8,281392
outputs/tmp_0093_median.npy,10,11,1,98,3.375,281376
outputs/tmp_0094_median.npy,74,295,4,2801,10.3472222222,265842
outputs/tmp_0095_median.npy,126,941,11,3859,22.7983870968,228414
outputs/tmp_0096_median.npy,11,15,1,87,2.88888888889,281378
outputs/tmp_0097_median.npy,29,19,1,1213,1.96296296296,278055
outputs/tmp_0098_median.npy,13,27,1,193,4.27272727273,281141
outputs/tmp_0099_median.npy,12,12,1,168,4.8,281162
outputs/tmp_0100_median.npy,8,13,1,138,4.66666666667,281336
outputs/tmp_0101_median.npy,9,2,1,94,1.14285714286,281441
outputs/tmp_0102_median.npy,11,4,1,185,1.33333333333,281250
outputs/tmp_0103_median.npy,14,7,1,379,2.0,280893
outputs/tmp_0104_median.npy,10,8,1,147,2.75,281303
outputs/tmp_0105_median.npy,16,3,1,377,1.28571428571,280801
outputs/tmp_0106_median.npy,10,3,1,182,1.375,281251
outputs/tmp_0107_median.npy,13,8,1,168,1.63636363636,281234
outputs/tmp_0108_median.npy,10,5,1,198,1.625,281249
outputs/tmp_0109_median.npy,10,7,1,81,1.875,281404
outputs/tmp_0110_median.npy,9,21,1,146,3.85714285714,281321
outputs/tmp_0111_median.npy,13,3,1,328,1.45454545455,280997
outputs/tmp_0112_median.npy,13,11,1,228,2.18181818182,281146
outputs/tmp_0113_median.npy,22,6,1,734,1.3,279815
outputs/tmp_0114_median.npy,13,5,1,329,1.63636363636,280967
outputs/tmp_0115_median.npy,14,32,1,448,4.0,280658
outputs/tmp_0116_median.npy,15,34,1,514,4.15384615385,280638
outputs/tmp_0117_median.npy,18,55,2,1254,5.125,279269
outputs/tmp_0118_median.npy,18,8,1,1262,1.9375,279443
outputs/tmp_0119_median.npy,11,3,1,499,1.22222222222,280731
outputs/tmp_0120_median.npy,12,1,1,292,1.0,281031
outputs/tmp_0121_median.npy,9,11,1,204,2.42857142857,281234
outputs/tmp_0122_median.npy,9,5,1,91,1.85714285714,281418
outputs/tmp_0123_median.npy,7,4,1,55,1.6,281493
outputs/tmp_0124_median.npy,14,4,1,368,1.58333333333,280878
outputs/tmp_0125_median.npy,11,4,1,235,1.55555555556,281150
outputs/tmp_0126_median.npy,6,1,1,56,1.0,281504
outputs/tmp_0127_median.npy,11,6,1,194,1.88888888889,281236
outputs/tmp_0128_median.npy,7,3,1,71,1.6,281474
outputs/tmp_0129_median.npy,12,7,1,162,2.0,281295
outputs/tmp_0130_median.npy,12,3,1,270,1.3,281131
outputs/tmp_0131_median.npy,8,4,1,71,2.0,281451
outputs/tmp_0132_median.npy,9,1,1,252,1.0,281193
outputs/tmp_0133_median.npy,12,2,1,267,1.1,281105
outputs/tmp_0134_median.npy,11,3,1,229,1.33333333333,281205
outputs/tmp_0135_median.npy,11,7,1,121,1.77777777778,281347
outputs/tmp_0136_median.npy,21,6,1,649,1.47368421053,280197
outputs/tmp_0137_median.npy,14,7,1,472,1.75,280640
outputs/tmp_0138_median.npy,15,4,1,375,1.30769230769,280846
outputs/tmp_0139_median.npy,9,12,1,115,3.0,281371
outputs/tmp_0140_median.npy,10,1,1,119,1.0,281386
outputs/tmp_0141_median.npy,17,2,1,317,1.2,280944
outputs/tmp_0142_median.npy,38,171,2,1623,6.36111111111,275935
outputs/tmp_0143_median.npy,15,56,2,119,8.84615384615,281036
outputs/tmp_0144_median.npy,19,49,1,391,4.35294117647,280639
outputs/tmp_0145_median.npy,12,319,2,97,35.2,280662
outputs/tmp_0146_median.npy,16,322,2,134,24.3571428571,280599
outputs/tmp_0147_median.npy,19,142,2,240,10.2352941176,280531
outputs/tmp_0148_median.npy,24,28,1,561,4.18181818182,279962
outputs/tmp_0149_median.npy,18,196,3,360,18.5625,280173
outputs/tmp_0150_median.npy,13,197,3,231,26.0,280395
outputs/tmp_0151_median.npy,12,143,2,142,16.0,280989
outputs/tmp_0152_median.npy,17,23,1,147,3.4,281081
outputs/tmp_0153_median.npy,56,10,1,3035,1.7037037037,270527
outputs/tmp_0154_median.npy,13,3,1,156,1.45454545455,281266
outputs/tmp_0155_median.npy,13,6,1,234,1.45454545455,281162
outputs/tmp_0156_median.npy,18,13,1,548,2.3125,280360
outputs/tmp_0157_median.npy,8,8,1,116,3.0,281404
outputs/tmp_0158_median.npy,14,2,1,495,1.08333333333,280633
outputs/tmp_0159_median.npy,39,5,1,1364,1.43243243243,277064
outputs/tmp_0160_median.npy,34,8,1,2007,1.5,275883
outputs/tmp_0161_median.npy,14,2,1,502,1.16666666667,280650
outputs/tmp_0162_median.npy,12,3,1,441,1.2,280800
outputs/tmp_0163_median.npy,114,44926,10,2736,486.696428571,129558
outputs/tmp_0164_median.npy,82,44,1,3054,2.9125,264012
outputs/tmp_0165_median.npy,15,7,1,677,1.76923076923,280358
outputs/tmp_0166_median.npy,148,276,12,3783,15.6438356164,225513
outputs/tmp_0167_median.npy,12,2,1,452,1.1,280802
outputs/tmp_0168_median.npy,29,7,1,1349,1.77777777778,277870
outputs/tmp_0169_median.npy,93,28,1,3283,2.87912087912,261621
outputs/tmp_0170_median.npy,23,28,1,1112,2.42857142857,278948
outputs/tmp_0171_median.npy,11,16,1,252,2.77777777778,281156
outputs/tmp_0172_median.npy,23,10,1,642,2.09523809524,279984
outputs/tmp_0173_median.npy,16,158,2,424,13.0714285714,280420
outputs/tmp_0174_median.npy,25,272,2,931,13.4782608696,278667
outputs/tmp_0175_median.npy,23,392,2,1026,20.7142857143,278117
outputs/tmp_0176_median.npy,10,473,2,111,60.75,280429
outputs/tmp_0177_median.npy,137,8932,12,3713,143.955555556,186172
outputs/tmp_0178_median.npy,11,369,2,138,45.0,280521
outputs/tmp_0179_median.npy,12,287,2,176,30.1,280667
outputs/tmp_0180_median.npy,10,274,2,138,35.875,280795
outputs/tmp_0181_median.npy,17,204,2,384,14.8,280367
outputs/tmp_0182_median.npy,11,171,2,164,23.0,280863
outputs/tmp_0183_median.npy,12,114,2,108,17.4,280998
outputs/tmp_0184_median.npy,13,30,1,146,5.54545454545,281140
outputs/tmp_0185_median.npy,11,66,2,56,10.8888888889,281248
outputs/tmp_0186_median.npy,14,81,2,145,8.0,281128
outputs/tmp_0187_median.npy,10,66,2,77,9.875,281293
outputs/tmp_0188_median.npy,11,52,2,98,7.11111111111,281293
outputs/tmp_0189_median.npy,11,9,1,66,2.77777777778,281422
outputs/tmp_0190_median.npy,7,7,1,96,2.4,281438
outputs/tmp_0191_median.npy,14,7,1,312,1.66666666667,280999
outputs/tmp_0192_median.npy,15,59,2,223,6.46153846154,281002
outputs/tmp_0193_median.npy,11,99,2,182,14.1111111111,281023
outputs/tmp_0194_median.npy,7,198,2,86,41.2,281053
outputs/tmp_0195_median.npy,24,215,2,1095,10.8181818182,278297
outputs/tmp_0196_median.npy,12,146,3,160,25.2,280688
outputs/tmp_0197_median.npy,12,231,2,185,26.9,280731
outputs/tmp_0198_median.npy,13,204,2,166,24.8181818182,280649
outputs/tmp_0199_median.npy,25,198,2,835,12.0,278845
outputs/tmp_0200_median.npy,10,260,2,145,34.0,280818
outputs/tmp_0201_median.npy,12,188,2,150,20.4,280935
outputs/tmp_0202_median.npy,17,78,2,492,7.46666666667,280393
outputs/tmp_0203_median.npy,15,104,2,181,9.23076923077,281009
outputs/tmp_0204_median.npy,14,73,2,157,11.8333333333,280948
outputs/tmp_0205_median.npy,18,86,3,482,10.1875,280282
outputs/tmp_0206_median.npy,16,109,2,384,13.6428571429,280355
outputs/tmp_0207_median.npy,13,156,2,106,19.3636363636,280895
outputs/tmp_0208_median.npy,18,176,2,136,13.75,280790
outputs/tmp_0209_median.npy,16,147,3,170,16.0714285714,280708
outputs/tmp_0210_median.npy,33,126,2,1858,6.41935483871,276377
outputs/tmp_0211_median.npy,19,86,2,397,10.0588235294,280387
outputs/tmp_0212_median.npy,21,93,2,558,8.10526315789,279908
outputs/tmp_0213_median.npy,19,115,2,528,10.7647058824,280006
outputs/tmp_0214_median.npy,21,113,3,738,11.7368421053,279365
outputs/tmp_0215_median.npy,17,140,2,193,14.9333333333,280660
outputs/tmp_0216_median.npy,23,114,2,751,8.61904761905,279509
outputs/tmp_0217_median.npy,12,110,2,107,15.1,281049
outputs/tmp_0218_median.npy,15,56,2,311,7.15384615385,280758
outputs/tmp_0219_median.npy,13,9,1,114,2.81818181818,281279
outputs/tmp_0220_median.npy,16,13,1,212,2.5,281086
outputs/tmp_0221_median.npy,19,53,2,641,4.58823529412,280043
outputs/tmp_0222_median.npy,14,52,2,350,5.91666666667,280745
outputs/tmp_0223_median.npy,12,60,2,107,10.3,281153
outputs/tmp_0224_median.npy,13,61,2,112,10.0909090909,281112
outputs/tmp_0225_median.npy,25,54,2,833,3.78260869565,279406
outputs/tmp_0226_median.npy,13,10,1,137,3.54545454545,281184
outputs/tmp_0227_median.npy,23,32,1,845,3.09523809524,279462
outputs/tmp_0228_median.npy,18,39,1,462,5.75,280463
outputs/tmp_0229_median.npy,18,47,1,434,6.875,280428
outputs/tmp_0230_median.npy,63,247,2,3249,6.27868852459,269382
outputs/tmp_0231_median.npy,14,80,2,168,13.75,280725
outputs/tmp_0232_median.npy,95,1002,2,3268,13.1935483871,260397
outputs/tmp_0233_median.npy,17,94,2,210,11.2666666667,280774
outputs/tmp_0234_median.npy,18,86,3,581,12.9375,279872
outputs/tmp_0235_median.npy,144,5444,11,3407,109.323943662,178960
outputs/tmp_0236_median.npy,21,50,2,973,6.15789473684,279278
outputs/tmp_0237_median.npy,17,109,2,281,11.4666666667,280585
outputs/tmp_0238_median.npy,14,115,3,119,18.0833333333,280777
outputs/tmp_0239_median.npy,16,203,2,158,22.4285714286,280446
outputs/tmp_0240_median.npy,16,115,3,151,22.5,280368
outputs/tmp_0241_median.npy,22,135,3,187,14.8,280272
outputs/tmp_0242_median.npy,22,75,3,725,10.5,279290
outputs/tmp_0243_median.npy,16,103,3,231,13.4285714286,280612
outputs/tmp_0244_median.npy,56,53,2,2353,3.16666666667,272350
outputs/tmp_0245_median.npy,54,90,2,2496,3.98076923077,272309
outputs/tmp_0246_median.npy,19,189,2,337,14.1176470588,280403
outputs/tmp_0247_median.npy,49,225,2,2306,6.08510638298,272809
outputs/tmp_0248_median.npy,20,224,2,893,14.3333333333,279291
outputs/tmp_0249_median.npy,16,187,2,385,15.6428571429,280419
outputs/tmp_0250_median.npy,12,163,2,112,18.6,281025
outputs/tmp_0251_median.npy,17,79,2,413,7.93333333333,280530
outputs/tmp_0252_median.npy,15,58,2,193,7.76923076923,280960
outputs/tmp_0253_median.npy,14,78,2,107,8.58333333333,281118
outputs/tmp_0254_median.npy,16,32,1,325,5.35714285714,280806
outputs/tmp_0255_median.npy,32,18,1,1326,2.63333333333,277675
outputs/tmp_0256_median.npy,18,23,1,243,4.8125,280843
outputs/tmp_0257_median.npy,14,36,1,98,7.91666666667,281057
outputs/tmp_0258_median.npy,13,50,2,124,10.1818181818,281010
outputs/tmp_0259_median.npy,21,35,1,721,5.05263157895,279666
outputs/tmp_0260_median.npy,14,27,1,218,5.41666666667,280975
outputs/tmp_0261_median.npy,22,48,1,611,5.0,280069
outputs/tmp_0262_median.npy,15,100,2,157,11.3846153846,280908
outputs/tmp_0263_median.npy,17,45,1,356,4.86666666667,280814
outputs/tmp_0264_median.npy,15,50,2,155,6.38461538462,281034
outputs/tmp_0265_median.npy,15,13,1,226,3.61538461538,281043
outputs/tmp_0266_median.npy,14,10,1,210,3.66666666667,281099
outputs/tmp_0267_median.npy,18,23,1,610,3.0625,280200
outputs/tmp_0268_median.npy,105,286,3,4164,5.57281553398,254772
outputs/tmp_0269_median.npy,92,20,1,3708,1.9,261335
outputs/tmp_0270_median.npy,19,20,1,796,3.35294117647,279786
outputs/tmp_0271_median.npy,17,31,1,421,5.06666666667,280604
outputs/tmp_0272_median.npy,24,42,1,741,4.31818181818,279759
outputs/tmp_0273_median.npy,29,70,2,1508,4.59259259259,277804
outputs/tmp_0274_median.npy,17,14,1,440,3.4,280604
outputs/tmp_0275_median.npy,51,14,1,2050,1.9387755102,273601
outputs/tmp_0276_median.npy,15,9,1,653,1.84615384615,280351
outputs/tmp_0277_median.npy,69,29,1,3414,2.32835820896,267091
outputs/tmp_0278_median.npy,26,7,1,1173,1.33333333333,278513
outputs/tmp_0279_median.npy,15,16,1,399,2.84615384615,280789
outputs/tmp_0280_median.npy,15,3,1,224,1.30769230769,281137
outputs/tmp_0281_median.npy,17,19,1,666,3.13333333333,280156
outputs/tmp_0282_median.npy,14,4,1,298,1.33333333333,281034
outputs/tmp_0283_median.npy,27,10,1,1524,1.72,277981
outputs/tmp_0284_median.npy,13,13,1,248,4.0,281036
outputs/tmp_0285_median.npy,14,32,1,258,3.83333333333,281051
outputs/tmp_0286_median.npy,14,18,1,477,2.5,280739
outputs/tmp_0287_median.npy,12,10,1,490,2.4,280757
outputs/tmp_0288_median.npy,26,4,1,1368,1.20833333333,278395
outputs/tmp_0289_median.npy,130,13285,14,3647,150.09375,185734
outputs/tmp_0290_median.npy,111,52226,8,2450,572.752293578,115217
outputs/tmp_0291_median.npy,15,10,1,525,1.92307692308,280568
outputs/tmp_0292_median.npy,143,6020,11,3210,124.163120567,185202
outputs/tmp_0293_median.npy,37,41,1,1798,2.8,276364
outputs/tmp_0294_median.npy,19,23,1,832,2.88235294118,279842
outputs/tmp_0295_median.npy,13,29,1,224,4.0,281125
outputs/tmp_0296_median.npy,20,6,1,724,1.33333333333,279937
outputs/tmp_0297_median.npy,27,6,1,1370,1.44,277789
outputs/tmp_0298_median.npy,34,12,1,1556,1.59375,277228
outputs/tmp_0299_median.npy,23,9,1,658,1.57142857143,279941
outputs/tmp_0300_median.npy,18,44,1,480,5.1875,280411
outputs/tmp_0301_median.npy,12,37,1,206,9.1,281039
outputs/tmp_0302_median.npy,54,33,1,2268,2.48076923077,271917
outputs/tmp_0303_median.npy,24,120,3,742,9.86363636364,279439
outputs/tmp_0304_median.npy,25,182,3,719,14.8260869565,279017
outputs/tmp_0305_median.npy,19,246,3,148,20.1176470588,280457
outputs/tmp_0306_median.npy,14,252,2,128,27.8333333333,280525
outputs/tmp_0307_median.npy,15,259,2,179,25.4615384615,280483
outputs/tmp_0308_median.npy,16,370,2,211,32.7142857143,280137
outputs/tmp_0309_median.npy,15,485,2,213,43.0,279977
outputs/tmp_0310_median.npy,16,491,3,160,42.0714285714,280000
outputs/tmp_0311_median.npy,17,531,2,232,38.8,279947
outputs/tmp_0312_median.npy,17,444,3,197,36.0666666667,280004
outputs/tmp_0313_median.npy,18,392,3,270,35.1875,279732
outputs/tmp_0314_median.npy,27,343,4,1139,22.32,277586
outputs/tmp_0315_median.npy,14,340,3,194,46.0,279751
outputs/tmp_0316_median.npy,18,260,3,491,30.75,279271
outputs/tmp_0317_median.npy,38,193,3,1795,12.2777777778,274808
outputs/tmp_0318_median.npy,26,135,4,1055,16.5833333333,278180
outputs/tmp_0319_median.npy,22,216,2,682,16.4,279170
outputs/tmp_0320_median.npy,18,126,3,377,19.8125,279765
outputs/tmp_0321_median.npy,16,158,3,155,21.8571428571,280096
outputs/tmp_0322_median.npy,21,118,3,161,14.7894736842,280183
outputs/tmp_0323_median.npy,18,140,3,121,14.6875,280520
outputs/tmp_0324_median.npy,15,79,3,128,15.1538461538,280625
outputs/tmp_0325_median.npy,19,61,2,110,9.05882352941,280719
outputs/tmp_0326_median.npy,17,38,1,85,7.0,280896
outputs/tmp_0327_median.npy,16,44,1,121,5.78571428571,281019
outputs/tmp_0328_median.npy,13,34,1,102,6.45454545455,281166
outputs/tmp_0329_median.npy,18,40,1,355,4.3125,280682
outputs/tmp_0330_median.npy,13,7,1,131,2.0,281277
outputs/tmp_0331_median.npy,13,46,1,267,5.72727272727,281029
outputs/tmp_0332_median.npy,16,60,2,497,5.42857142857,280491
outputs/tmp_0333_median.npy,13,42,1,181,6.18181818182,281137
outputs/tmp_0334_median.npy,12,40,1,212,6.4,281086
outputs/tmp_0335_median.npy,10,30,1,204,7.25,281114
outputs/tmp_0336_median.npy,10,57,2,112,9.0,281264
outputs/tmp_0337_median.npy,15,42,1,443,5.38461538462,280625
outputs/tmp_0338_median.npy,12,42,1,199,5.6,281160
outputs/tmp_0339_median.npy,9,12,1,164,3.42857142857,281274
outputs/tmp_0340_median.npy,11,6,1,171,2.22222222222,281279
outputs/tmp_0341_median.npy,10,12,1,229,2.75,281182
outputs/tmp_0342_median.npy,10,6,1,183,2.125,281288
outputs/tmp_0343_median.npy,13,8,1,141,2.36363636364,281290
outputs/tmp_0344_median.npy,10,9,1,97,3.25,281352
outputs/tmp_0345_median.npy,12,13,1,279,3.4,281020
outputs/tmp_0346_median.npy,20,9,1,835,2.05555555556,279658
outputs/tmp_0347_median.npy,13,18,1,304,3.0,281018
outputs/tmp_0348_median.npy,12,23,1,135,3.4,281262
outputs/tmp_0349_median.npy,37,17,1,2203,2.0,275452
outputs/tmp_0350_median.npy,15,33,1,227,5.76923076923,281011
outputs/tmp_0351_median.npy,14,18,1,179,6.41666666667,280999
outputs/tmp_0352_median.npy,16,39,1,215,6.42857142857,280857
outputs/tmp_0353_median.npy,20,51,2,366,7.33333333333,280434
outputs/tmp_0354_median.npy,25,38,1,1074,6.17391304348,278941
outputs/tmp_0355_median.npy,28,207,2,2100,11.8461538462,276907
outputs/tmp_0356_median.npy,45,87,4,1723,7.27906976744,276286
outputs/tmp_0357_median.npy,20,22,1,747,3.88888888889,279950
outputs/tmp_0358_median.npy,17,32,1,588,3.8,280354
outputs/tmp_0359_median.npy,12,145,2,205,16.1,280937
outputs/tmp_0360_median.npy,25,221,2,1290,11.1739130435,278060
outputs/tmp_0361_median.npy,13,290,2,292,28.8181818182,280489
outputs/tmp_0362_median.npy,14,203,2,138,21.0833333333,280769
outputs/tmp_0363_median.npy,28,67,2,998,5.15384615385,278655
outputs/tmp_0364_median.npy,54,67,3,3226,3.80769230769,270725
outputs/tmp_0365_median.npy,16,19,1,241,5.21428571429,280928
outputs/tmp_0366_median.npy,13,355,2,303,36.8181818182,280152
outputs/tmp_0367_median.npy,19,1032,2,419,65.7647058824,278409
outputs/tmp_0368_median.npy,19,93,2,521,8.88235294118,280163
outputs/tmp_0369_median.npy,27,1143,4,761,61.04,275141
outputs/tmp_0370_median.npy,24,1194,5,753,117.590909091,272942
outputs/tmp_0371_median.npy,37,1384,7,1543,64.2571428571,270806
outputs/tmp_0372_median.npy,43,4723,8,2439,144.12195122,255476
outputs/tmp_0373_median.npy,51,1633,8,1943,79.9387755102,261633
outputs/tmp_0374_median.npy,45,1602,9,942,95.3255813953,260083
outputs/tmp_0375_median.npy,50,2188,12,739,85.1666666667,260098
outputs/tmp_0376_median.npy,57,854,10,1618,51.2181818182,262619
outputs/tmp_0377_median.npy,38,863,9,447,87.8055555556,263860
outputs/tmp_0378_median.npy,30,5283,5,510,261.107142857,262179
outputs/tmp_0379_median.npy,32,6301,4,651,234.233333333,264609
outputs/tmp_0380_median.npy,42,647,7,1138,35.225,272507
outputs/tmp_0381_median.npy,30,38,1,202,5.10714285714,280032
outputs/tmp_0382_median.npy,20,442,3,172,31.4444444444,279634
outputs/tmp_0383_median.npy,24,211,4,127,23.9090909091,279467
outputs/tmp_0384_median.npy,16,460,3,222,42.6428571429,279817
outputs/tmp_0385_median.npy,15,93,2,410,10.0,280553
outputs/tmp_0386_median.npy,18,278,3,240,26.125,280004
outputs/tmp_0387_median.npy,12,108,2,114,13.6,281090
outputs/tmp_0388_median.npy,13,75,2,155,10.0,281041
outputs/tmp_0389_median.npy,22,27,1,791,3.9,279656
outputs/tmp_0390_median.npy,14,22,1,166,6.0,281088
outputs/tmp_0391_median.npy,33,14,1,1470,1.93548387097,277980
outputs/tmp_0392_median.npy,23,28,1,669,3.38095238095,279977
outputs/tmp_0393_median.npy,15,34,1,278,6.23076923077,280907
